^SPX (Standard & Poors 500 Index),2933.68,0.0001,,,,,,,,,,,
Apr 24 2019 @ 05:45 ET,Bid,2904.86,Ask,2953.74,Size,1x1,Vol,,,,,,
SPXW190426C02645000,0,0,288.4,291.8,0,1,SPXW190426P02645000,0,0,0,0.1,0,736
SPXW190426C02650000,0,0,283.4,286.8,0,17,SPXW190426P02650000,0.05,-0.025,0,0.1,510,9042
SPXW190426C02655000,280.1,26.35,278.4,281.8,2,5,SPXW190426P02655000,0,0,0,0.1,0,2940
SPXW190426C02660000,0,0,273.4,276.8,0,526,SPXW190426P02660000,0,0,0,0.1,0,376
SPXW190426C02665000,0,0,268.4,271.8,0,8,SPXW190426P02665000,0,0,0,0.1,0,1509
SPXW190426C02670000,263.88,25.13,263.4,266.8,8,3,SPXW190426P02670000,0,0,0,0.1,0,930
SPXW190426C02675000,0,0,258.4,261.8,0,15,SPXW190426P02675000,0.08,-0.02,0,0.1,1,5030
SPXW190426C02680000,0,0,253.4,256.8,0,160,SPXW190426P02680000,0,0,0,0.1,0,6787
SPXW190426C02685000,0,0,248.4,251.8,0,1,SPXW190426P02685000,0.05,-0.05,0,0.1,4,7354
SPXW190426C02690000,243.88,25.13,243.4,246.8,8,26,SPXW190426P02690000,0,0,0,0.1,0,956
SPXW190426C02695000,0,0,238.4,241.8,0,14,SPXW190426P02695000,0,0,0,0.1,0,531
SPXW190426C02700000,0,0,233.4,236.8,0,32,SPXW190426P02700000,0.1,0,0,0.1,40,6428
SPXW190426C02705000,0,0,228.4,231.8,0,1,SPXW190426P02705000,0.1,-0.025,0,0.1,623,525
SPXW190426C02710000,0,0,223.4,226.8,0,24,SPXW190426P02710000,0,0,0,0.1,0,424
SPXW190426C02715000,0,0,218.4,221.8,0,19,SPXW190426P02715000,0,0,0,0.1,0,1536
SPXW190426C02720000,0,0,213.4,216.8,0,1,SPXW190426P02720000,0.1,-0.025,0,0.1,2,927
SPXW190426C02725000,0,0,208.4,211.8,0,423,SPXW190426P02725000,0.1,-0.05,0,0.1,657,2168
SPXW190426C02730000,0,0,203.4,206.8,0,5,SPXW190426P02730000,0.12,-0.03,0,0.15,3,1412
SPXW190426C02735000,0,0,198.4,201.8,0,25,SPXW190426P02735000,0.1,-0.05,0,0.15,350,1962
SPXW190426C02740000,189.35,20.45,193.4,196.8,35,72,SPXW190426P02740000,0.09,-0.06,0,0.15,21,3182
SPXW190426C02745000,0,0,188.4,191.8,0,4,SPXW190426P02745000,0.1,-0.05,0,0.15,6,689
SPXW190426C02750000,0,0,183.4,186.9,0,383,SPXW190426P02750000,0.1,-0.05,0.05,0.15,1101,6278
SPXW190426C02755000,178.6,24.7,178.4,181.9,2,83,SPXW190426P02755000,0.13,-0.045,0.05,0.15,4,2022
SPXW190426C02760000,0,0,173.4,176.9,0,12,SPXW190426P02760000,0.09,-0.11,0,0.15,6,1961
SPXW190426C02765000,0,0,168.4,171.9,0,84,SPXW190426P02765000,0.15,-0.05,0,0.15,502,3330
SPXW190426C02770000,0,0,163.4,166.9,0,20,SPXW190426P02770000,0.1,-0.1,0.05,0.15,9,959
SPXW190426C02775000,0,0,158.4,161.9,0,29,SPXW190426P02775000,0.1,-0.125,0.05,0.2,312,4627
SPXW190426C02780000,0,0,153.4,156.9,0,79,SPXW190426P02780000,0.15,-0.1,0.05,0.15,30,738
SPXW190426C02785000,0,0,148.4,151.9,0,87,SPXW190426P02785000,0.15,-0.1,0.05,0.2,10,962
SPXW190426C02790000,143.83,24.83,143.4,146.9,154,211,SPXW190426P02790000,0.15,-0.125,0.05,0.2,1307,2087
SPXW190426C02795000,0,0,138.5,141.9,0,63,SPXW190426P02795000,0.15,-0.15,0.05,0.2,197,638
SPXW190426C02800000,134.1,25.1,133.5,136.9,161,491,SPXW190426P02800000,0.15,-0.2,0.05,0.2,1625,7207
SPXW190426C02805000,0,0,128.5,131.9,0,131,SPXW190426P02805000,0.15,-0.2,0.05,0.25,76,2136
SPXW190426C02810000,123.9,24.8,123.5,126.9,1,204,SPXW190426P02810000,0.15,-0.25,0.1,0.25,102,1602
SPXW190426C02815000,0,0,118.5,121.9,0,382,SPXW190426P02815000,0.2,-0.25,0.1,0.25,125,1828
SPXW190426C02820000,109.7,20.65,113.5,116.9,37,919,SPXW190426P02820000,0.18,-0.32,0.1,0.25,182,4233
SPXW190426C02825000,0,0,108.5,111.9,0,660,SPXW190426P02825000,0.2,-0.375,0.1,0.3,1522,10069
SPXW190426C02830000,105.08,25.73,103.6,107,55,443,SPXW190426P02830000,0.25,-0.4,0.15,0.3,443,1602
SPXW190426C02835000,96.35,21.9,98.6,102,4,4717,SPXW190426P02835000,0.2,-0.55,0.15,0.3,1545,2363
SPXW190426C02840000,95.15,25.6,93.6,97,19,697,SPXW190426P02840000,0.28,-0.595,0.15,0.35,629,3355
SPXW190426C02845000,90.95,26.3,88.6,92,8,460,SPXW190426P02845000,0.3,-0.7,0.2,0.35,1044,1648
SPXW190426C02850000,83.29,23.44,83.7,87,20,7662,SPXW190426P02850000,0.35,-0.85,0.25,0.4,4252,16661
SPXW190426C02855000,78.72,-1.8,78.7,82.1,15,2635,SPXW190426P02855000,0.35,-1.05,0.25,0.45,412,1079
SPXW190426C02860000,75.2,24.85,73.8,77.1,1021,3681,SPXW190426P02860000,0.45,-1.2,0.3,0.5,825,7720
SPXW190426C02865000,69.25,23.55,68.9,72.2,30,1902,SPXW190426P02865000,0.55,-1.45,0.35,0.6,1806,1879
SPXW190426C02870000,65.1,23.95,64,67.2,54,425,SPXW190426P02870000,0.6,-1.8,0.45,0.7,1531,2922
SPXW190426C02875000,61.26,24.61,58.9,62.1,31,4097,SPXW190426P02875000,0.75,-2.175,0.55,0.8,1926,4951
SPXW190426C02880000,53.2,-1.75,54,57.2,53,633,SPXW190426P02880000,0.96,-2.64,0.65,0.95,4569,4056
SPXW190426C02885000,49.8,21.7,49.5,52.6,1205,4306,SPXW190426P02885000,1.05,-3.35,0.8,1.15,1509,3415
SPXW190426C02890000,46,21.9,44.7,47.8,83,10823,SPXW190426P02890000,1.35,-4.05,1.05,1.4,3105,6162
SPXW190426C02895000,42.05,21.7,39.9,42.8,24,444,SPXW190426P02895000,1.61,-5.04,1.3,1.75,1260,1319
SPXW190426C02900000,37.85,20.95,35.5,38.4,3376,9097,SPXW190426P02900000,2.1,-6.1,1.7,2.2,12305,8311
SPXW190426C02905000,33.01,19.26,30.9,33.8,362,1924,SPXW190426P02905000,2.51,0.475,2.15,2.75,1728,2583
SPXW190426C02910000,28.45,-1.55,26.6,29.2,624,5864,SPXW190426P02910000,3.1,-9.15,2.8,3.5,10582,8838
SPXW190426C02915000,24.13,15.48,22.8,25.2,691,2840,SPXW190426P02915000,3.9,-11,3.6,4.3,2726,2343
SPXW190426C02920000,20.8,14.15,19,21.2,4443,2806,SPXW190426P02920000,5.25,-12.65,4.6,5.4,7547,1721
SPXW190426C02925000,17.35,-0.55,15.5,17.4,2096,9082,SPXW190426P02925000,6.2,-0.55,5.9,7,4315,3201
SPXW190426C02930000,14,-0.95,12.2,14,4135,3505,SPXW190426P02930000,7.85,-17.15,7.5,8.7,1708,1106
SPXW190426C02935000,11.1,8.425,9.5,11,1626,3782,SPXW190426P02935000,10,-18.9,9.6,11.1,1078,899
SPXW190426C02940000,8.1,6.2,7.3,8.4,2516,3501,SPXW190426P02940000,12.96,-20.24,12,13.6,166,145
SPXW190426C02945000,6.1,4.75,5.3,6.3,3502,4008,SPXW190426P02945000,16.1,-21.55,14.9,17,21,28
SPXW190426C02950000,4.7,3.75,3.8,4.6,7900,9180,SPXW190426P02950000,18.9,1.1,17.9,20.5,24,46
SPXW190426C02955000,3.35,-0.375,2.65,3.3,1609,1876,SPXW190426P02955000,24.6,-22.3,21.8,24.4,166,210
SPXW190426C02960000,2.25,-0.275,1.8,2.3,5605,6123,SPXW190426P02960000,28.2,-23.5,25.5,28.4,25,26
SPXW190426C02965000,1.45,1.15,1.15,1.6,811,1721,SPXW190426P02965000,0,0,30,33,0,34
SPXW190426C02970000,0.95,0.75,0.7,1.05,1562,2805,SPXW190426P02970000,37.11,-24.64,34.4,37.6,1,1
SPXW190426C02975000,0.65,0.5,0.45,0.7,810,1876,SPXW190426P02975000,0,0,39.1,42.3,0,24
SPXW190426C02980000,0.45,0.35,0.25,0.5,1192,5163,SPXW190426P02980000,0,0,43.6,46.9,0,0
SPXW190426C02985000,0.3,0.225,0.15,0.35,183,953,SPXW190426P02985000,0,0,48.5,51.8,0,32
SPXW190426C02990000,0.15,0.05,0.05,0.25,302,699,SPXW190426P02990000,0,0,53.4,56.7,0,0
SPXW190426C02995000,0.15,0.1,0.05,0.15,34,78,SPXW190426P02995000,0,0,58.3,61.7,0,0
SPXW190426C03000000,0.13,0.055,0,0.15,97,1935,SPXW190426P03000000,0,0,63.2,66.7,0,5
SPXW190426C03005000,0.11,0.06,0,0.15,21,78,SPXW190426P03005000,0,0,68.2,71.6,0,0
SPXW190426C03010000,0.05,-0.025,0,0.1,91,372,SPXW190426P03010000,0,0,73.2,76.6,0,30
SPXW190426C03015000,0.05,0,0,0.1,62,738,SPXW190426P03015000,0,0,78.2,81.6,0,0
SPXW190426C03020000,0.05,0.025,0,0.1,30,656,SPXW190426P03020000,0,0,83.2,86.6,0,0
SPXW190426C03025000,0.05,0,0,0.1,11,973,SPXW190426P03025000,0,0,88.2,91.6,0,1
SPXW190426C03030000,0.1,0.05,0,0.1,12,25,SPXW190426P03030000,0,0,93.2,96.6,0,0
SPXW190426C03035000,0,0,0,0.1,0,1765,SPXW190426P03035000,0,0,98.2,101.6,0,0
SPXW190426C03040000,0,0,0,0.1,0,4435,SPXW190426P03040000,0,0,103.2,106.6,0,0
SPXW190426C03045000,0.03,-0.02,0,0.05,600,914,SPXW190426P03045000,0,0,108.2,111.6,0,0
SPXW190426C03050000,0,0,0,0.05,0,429,SPXW190426P03050000,0,0,113.2,116.6,0,0
SPXW190426C03055000,0,0,0,0.05,0,0,SPXW190426P03055000,0,0,118.2,121.6,0,0
SPXW190426C03060000,0,0,0,0.05,0,8,SPXW190426P03060000,0,0,123.2,126.6,0,0
SPXW190426C03065000,0,0,0,0.05,0,0,SPXW190426P03065000,0,0,128.2,131.6,0,0
SPXW190426C03070000,0,0,0,0.05,0,3,SPXW190426P03070000,0,0,133.2,136.6,0,0
SPXW190426C03075000,0,0,0,0.05,0,412,SPXW190426P03075000,0,0,138.2,141.6,0,0
SPXW190426C03080000,0,0,0,0.05,0,1370,SPXW190426P03080000,0,0,143.2,146.6,0,0
SPXW190426C03085000,0,0,0,0.05,0,900,SPXW190426P03085000,0,0,148.2,151.6,0,0
SPXW190426C03090000,0,0,0,0.05,0,599,SPXW190426P03090000,0,0,153.2,156.6,0,0
SPXW190426C03095000,0,0,0,0.05,0,622,SPXW190426P03095000,0,0,158.2,161.6,0,0
SPXW190426C03100000,0,0,0,0.05,0,1510,SPXW190426P03100000,0,0,163.1,166.6,0,0
SPXW190426C03105000,0,0,0,0.05,0,11,SPXW190426P03105000,0,0,168.1,171.6,0,0
SPXW190426C03110000,0,0,0,0.05,0,152,SPXW190426P03110000,0,0,173.1,176.6,0,0
SPXW190426C03115000,0,0,0,0.05,0,70,SPXW190426P03115000,0,0,178.1,181.6,0,0
SPXW190426C03120000,0,0,0,0.05,0,120,SPXW190426P03120000,0,0,183.1,186.6,0,0
SPXW190426C03125000,0,0,0,0.05,0,818,SPXW190426P03125000,0,0,188.1,191.6,0,0
SPXW190426C03130000,0,0,0,0.05,0,850,SPXW190426P03130000,0,0,193.1,196.6,0,0
SPXW190426C03140000,0,0,0,0.05,0,0,SPXW190426P03140000,0,0,203.1,206.6,0,0
SPXW190426C03150000,0,0,0,0.05,0,4153,SPXW190426P03150000,0,0,213.1,216.6,0,0
SPXW190426C03175000,0,0,0,0.05,0,0,SPXW190426P03175000,0,0,238.1,241.6,0,0
SPXW190426C03200000,0,0,0,0.05,0,214,SPXW190426P03200000,0,0,263.1,266.5,0,0
SPXW190426C03250000,0,0,0,0.05,0,1,SPXW190426P03250000,0,0,313.1,316.5,0,1
SPXW190426C03300000,0,0,0,0.05,0,170,SPXW190426P03300000,0,0,363.1,366.5,0,0
SPXW190426C03400000,0,0,0,0.05,0,0,SPXW190426P03400000,0,0,463,466.5,0,0
SPXW190426C03500000,0,0,0,0.05,0,0,SPXW190426P03500000,0,0,563,566.5,0,0
SPXW190426C03600000,0,0,0,0.05,0,0,SPXW190426P03600000,0,0,663,666.4,0,2
SPXW190429C01700000,0,0,1233,1236.4,0,0,SPXW190429P01700000,0,0,0,0.05,0,44
SPXW190429C01800000,0,0,1133,1136.5,0,0,SPXW190429P01800000,0,0,0,0.05,0,49
SPXW190429C01850000,0,0,1083,1086.5,0,0,SPXW190429P01850000,0.05,0.025,0,0.05,1,42
SPXW190429C01900000,0,0,1033,1036.5,0,0,SPXW190429P01900000,0,0,0,0.05,0,465
SPXW190429C01950000,0,0,983.1,986.5,0,0,SPXW190429P01950000,0,0,0,0.05,0,23
SPXW190429C02000000,0,0,933.1,936.5,0,0,SPXW190429P02000000,0,0,0,0.05,0,49
SPXW190429C02050000,0,0,883.1,886.5,0,0,SPXW190429P02050000,0,0,0,0.05,0,229
SPXW190429C02100000,0,0,833.1,836.6,0,0,SPXW190429P02100000,0,0,0,0.05,0,33
SPXW190429C02150000,0,0,783.1,786.6,0,0,SPXW190429P02150000,0,0,0,0.05,0,36
SPXW190429C02200000,0,0,733.1,736.6,0,0,SPXW190429P02200000,0,0,0,0.05,0,17
SPXW190429C02250000,0,0,683.2,686.6,0,0,SPXW190429P02250000,0,0,0,0.05,0,27
SPXW190429C02275000,0,0,658.2,661.6,0,0,SPXW190429P02275000,0,0,0,0.05,0,0
SPXW190429C02300000,0,0,633.2,636.6,0,0,SPXW190429P02300000,0,0,0,0.05,0,8
SPXW190429C02325000,0,0,608.2,611.6,0,0,SPXW190429P02325000,0,0,0,0.05,0,15
SPXW190429C02350000,0,0,583.2,586.7,0,0,SPXW190429P02350000,0,0,0,0.05,0,8
SPXW190429C02375000,0,0,558.2,561.7,0,0,SPXW190429P02375000,0,0,0,0.05,0,0
SPXW190429C02400000,0,0,533.2,536.7,0,0,SPXW190429P02400000,0,0,0,0.05,0,14
SPXW190429C02425000,0,0,508.3,511.7,0,0,SPXW190429P02425000,0.05,0.025,0,0.05,21,21
SPXW190429C02450000,0,0,483.3,486.7,0,0,SPXW190429P02450000,0,0,0,0.05,0,118
SPXW190429C02460000,0,0,473.3,476.7,0,0,SPXW190429P02460000,0,0,0,0.05,0,0
SPXW190429C02470000,0,0,463.3,466.7,0,0,SPXW190429P02470000,0,0,0,0.05,0,25
SPXW190429C02475000,0,0,458.3,461.7,0,0,SPXW190429P02475000,0.05,0,0,0.05,2,10
SPXW190429C02480000,0,0,453.3,456.7,0,0,SPXW190429P02480000,0,0,0,0.05,0,0
SPXW190429C02490000,0,0,443.3,446.7,0,0,SPXW190429P02490000,0,0,0,0.1,0,0
SPXW190429C02500000,0,0,433.3,436.7,0,0,SPXW190429P02500000,0,0,0,0.1,0,36
SPXW190429C02510000,0,0,423.3,426.8,0,0,SPXW190429P02510000,0,0,0,0.1,0,1
SPXW190429C02520000,0,0,413.3,416.8,0,0,SPXW190429P02520000,0,0,0,0.1,0,11
SPXW190429C02525000,0,0,408.3,411.8,0,9,SPXW190429P02525000,0,0,0,0.1,0,5
SPXW190429C02530000,0,0,403.3,406.8,0,0,SPXW190429P02530000,0,0,0,0.1,0,102
SPXW190429C02540000,0,0,393.3,396.8,0,0,SPXW190429P02540000,0.1,0.025,0,0.1,1,10
SPXW190429C02550000,0,0,383.3,386.8,0,0,SPXW190429P02550000,0.1,0.025,0,0.1,8,1628
SPXW190429C02560000,0,0,373.3,376.8,0,0,SPXW190429P02560000,0,0,0,0.1,0,74
SPXW190429C02570000,0,0,363.4,366.8,0,0,SPXW190429P02570000,0,0,0,0.1,0,101
SPXW190429C02575000,0,0,358.4,361.8,0,0,SPXW190429P02575000,0.1,0.025,0,0.1,10,212
SPXW190429C02580000,0,0,353.4,356.8,0,0,SPXW190429P02580000,0,0,0,0.1,0,109
SPXW190429C02590000,0,0,343.4,346.8,0,0,SPXW190429P02590000,0,0,0,0.1,0,105
SPXW190429C02600000,0,0,333.4,336.8,0,0,SPXW190429P02600000,0.1,0,0,0.1,10,8680
SPXW190429C02605000,0,0,328.4,331.8,0,0,SPXW190429P02605000,0,0,0,0.1,0,0
SPXW190429C02610000,0,0,323.4,326.8,0,0,SPXW190429P02610000,0.1,-0.025,0,0.1,5,672
SPXW190429C02615000,0,0,318.4,321.8,0,0,SPXW190429P02615000,0,0,0,0.1,0,0
SPXW190429C02620000,0,0,313.4,316.8,0,0,SPXW190429P02620000,0,0,0,0.1,0,28
SPXW190429C02625000,0,0,308.4,311.8,0,0,SPXW190429P02625000,0.1,-0.025,0,0.1,5,5
SPXW190429C02630000,0,0,303.4,306.8,0,0,SPXW190429P02630000,0,0,0,0.15,0,170
SPXW190429C02635000,0,0,298.4,301.8,0,0,SPXW190429P02635000,0,0,0,0.15,0,4
SPXW190429C02640000,0,0,293.4,296.9,0,0,SPXW190429P02640000,0,0,0,0.15,0,52
SPXW190429C02645000,0,0,288.4,291.9,0,13,SPXW190429P02645000,0,0,0,0.15,0,59
SPXW190429C02650000,0,0,283.4,286.9,0,0,SPXW190429P02650000,0.08,-0.07,0,0.15,4,211
SPXW190429C02655000,0,0,278.4,281.9,0,0,SPXW190429P02655000,0,0,0,0.15,0,155
SPXW190429C02660000,0,0,273.4,276.9,0,0,SPXW190429P02660000,0,0,0,0.15,0,41
SPXW190429C02665000,0,0,268.4,271.9,0,0,SPXW190429P02665000,0,0,0,0.15,0,6
SPXW190429C02670000,0,0,263.4,266.9,0,16,SPXW190429P02670000,0,0,0,0.15,0,30
SPXW190429C02675000,0,0,258.4,261.9,0,0,SPXW190429P02675000,0.1,-0.1,0,0.15,200,824
SPXW190429C02680000,0,0,253.4,256.9,0,0,SPXW190429P02680000,0,0,0.05,0.15,0,103
SPXW190429C02685000,0,0,248.4,251.9,0,0,SPXW190429P02685000,0,0,0,0.15,0,467
SPXW190429C02690000,0,0,243.5,246.9,0,0,SPXW190429P02690000,0,0,0,0.15,0,186
SPXW190429C02695000,0,0,238.5,241.9,0,0,SPXW190429P02695000,0,0,0.05,0.2,0,491
SPXW190429C02700000,0,0,233.5,236.9,0,9,SPXW190429P02700000,0.15,-0.1,0.05,0.2,368,1081
SPXW190429C02705000,0,0,228.5,231.9,0,0,SPXW190429P02705000,0.15,-0.1,0.05,0.2,6,33
SPXW190429C02710000,0,0,223.5,226.9,0,7,SPXW190429P02710000,0,0,0.05,0.2,0,474
SPXW190429C02715000,0,0,218.5,221.9,0,0,SPXW190429P02715000,0,0,0.05,0.2,0,42
SPXW190429C02720000,0,0,213.5,216.9,0,32,SPXW190429P02720000,0.15,-0.125,0.05,0.2,500,531
SPXW190429C02725000,0,0,208.5,211.9,0,32,SPXW190429P02725000,0.16,-0.14,0.05,0.2,202,380
SPXW190429C02730000,0,0,203.5,207,0,0,SPXW190429P02730000,0.16,-0.14,0.05,0.25,351,396
SPXW190429C02735000,0,0,198.5,202,0,0,SPXW190429P02735000,0.18,-0.145,0.1,0.25,952,972
SPXW190429C02740000,0,0,193.5,197,0,2,SPXW190429P02740000,0.2,-0.15,0.1,0.25,50,106
SPXW190429C02745000,0,0,188.5,192,0,2,SPXW190429P02745000,0.2,-0.15,0.1,0.25,7,33
SPXW190429C02750000,0,0,183.5,187,0,2,SPXW190429P02750000,0.25,-0.15,0.1,0.25,2,320
SPXW190429C02755000,0,0,178.6,182,0,0,SPXW190429P02755000,0,0,0.1,0.3,0,1212
SPXW190429C02760000,0,0,173.6,177,0,0,SPXW190429P02760000,0,0,0.1,0.3,0,456
SPXW190429C02765000,0,0,168.6,172,0,0,SPXW190429P02765000,0,0,0.15,0.3,0,881
SPXW190429C02770000,0,0,163.6,167,0,0,SPXW190429P02770000,0.27,-0.23,0.15,0.3,4,258
SPXW190429C02775000,0,0,158.6,162,0,1,SPXW190429P02775000,0.3,-0.225,0.15,0.35,1328,1378
SPXW190429C02780000,0,0,153.6,157.1,0,2,SPXW190429P02780000,0.35,-0.2,0.2,0.35,4,1896
SPXW190429C02785000,0,0,148.7,152.1,0,0,SPXW190429P02785000,0,0,0.2,0.4,0,191
SPXW190429C02790000,0,0,143.7,147.1,0,0,SPXW190429P02790000,0.35,-0.3,0.2,0.4,6,200
SPXW190429C02795000,0,0,138.7,142.1,0,0,SPXW190429P02795000,0,0,0.25,0.4,0,685
SPXW190429C02800000,126.43,16.93,133.7,137.1,2,5,SPXW190429P02800000,0.4,-0.375,0.25,0.45,392,1045
SPXW190429C02805000,0,0,128.8,132.2,0,1,SPXW190429P02805000,0.4,-0.425,0.3,0.5,5,1780
SPXW190429C02810000,0,0,123.8,127.2,0,0,SPXW190429P02810000,0.44,-0.485,0.3,0.5,7,1562
SPXW190429C02815000,0,0,118.8,122.2,0,0,SPXW190429P02815000,0.48,-0.52,0.35,0.55,12,494
SPXW190429C02820000,0,0,113.9,117.3,0,1,SPXW190429P02820000,0.5,-0.625,0.35,0.6,505,1199
SPXW190429C02825000,0,0,108.9,112.3,0,8,SPXW190429P02825000,0.56,-0.665,0.4,0.65,227,457
SPXW190429C02830000,0,0,104,107.3,0,73,SPXW190429P02830000,0.61,-0.79,0.45,0.7,391,1808
SPXW190429C02835000,0,0,99,102.4,0,13,SPXW190429P02835000,0.63,-0.92,0.5,0.75,1004,1653
SPXW190429C02840000,0,0,94.1,97.4,0,108,SPXW190429P02840000,0.75,-0.975,0.55,0.8,182,209
SPXW190429C02845000,0,0,89,92.3,0,40,SPXW190429P02845000,0.85,-1.1,0.6,0.9,342,361
SPXW190429C02850000,85.25,24.4,84.1,87.4,4,64,SPXW190429P02850000,0.9,-1.325,0.7,1,102,874
SPXW190429C02855000,0,0,79.2,82.4,0,49,SPXW190429P02855000,1,-1.525,0.8,1.1,484,494
SPXW190429C02860000,61.1,9.5,74.6,77.8,1,965,SPXW190429P02860000,1.2,-1.675,0.9,1.25,407,331
SPXW190429C02865000,0,0,69.7,72.9,0,69,SPXW190429P02865000,1.3,-2,1.05,1.4,106,1345
SPXW190429C02870000,65.85,23.35,64.7,68.1,16,70,SPXW190429P02870000,1.55,-2.25,1.2,1.6,216,161
SPXW190429C02875000,0,0,60.2,63.3,0,78,SPXW190429P02875000,1.82,-2.63,1.4,1.8,1420,1548
SPXW190429C02880000,56.65,22.8,55.5,58.5,34,44,SPXW190429P02880000,1.9,-3.25,1.65,2.1,246,621
SPXW190429C02885000,51,21.2,50.6,53.6,22,94,SPXW190429P02885000,2.48,-3.62,1.95,2.4,133,187
SPXW190429C02890000,47.15,21.35,46,48.9,24,1318,SPXW190429P02890000,2.5,-4.65,2.25,2.8,895,2870
SPXW190429C02895000,43.35,21.25,41.7,44.5,9,155,SPXW190429P02895000,3.06,-5.39,2.7,3.3,233,163
SPXW190429C02900000,39.4,20.7,37,39.7,100,473,SPXW190429P02900000,3.63,-6.32,3.2,3.8,752,1253
SPXW190429C02905000,34,18.45,32.7,35.5,201,371,SPXW190429P02905000,4.4,-7.45,3.8,4.5,429,518
SPXW190429C02910000,30.13,17.43,28.6,31.2,193,715,SPXW190429P02910000,5.06,-8.94,4.5,5.3,491,217
SPXW190429C02915000,26.5,16.25,24.7,26.9,136,527,SPXW190429P02915000,6.02,-10.48,5.4,6.3,160,110
SPXW190429C02920000,21.55,13.45,20.9,23,996,654,SPXW190429P02920000,6.83,-12.57,6.6,7.5,358,205
SPXW190429C02925000,18.25,11.95,17.5,19.3,224,263,SPXW190429P02925000,8.39,-14.21,7.9,9,165,169
SPXW190429C02930000,16,11.2,14.4,16.1,404,1696,SPXW190429P02930000,10.35,-15.75,9.6,10.8,243,201
SPXW190429C02935000,13,9.4,11.7,12.9,192,213,SPXW190429P02935000,12,-17.9,11.5,13.1,136,105
SPXW190429C02940000,10,7.3,9.3,10.4,201,290,SPXW190429P02940000,15,-19,13.9,15.5,104,53
SPXW190429C02945000,7.95,5.975,7.1,8.1,226,529,SPXW190429P02945000,0,0,16.6,18.6,0,0
SPXW190429C02950000,6.07,4.645,5.4,6.2,417,1143,SPXW190429P02950000,22.7,-19.95,19.5,22,5,35
SPXW190429C02955000,4.1,3.075,4,4.7,169,248,SPXW190429P02955000,0,0,23,25.7,0,0
SPXW190429C02960000,3.3,2.575,2.9,3.6,80,640,SPXW190429P02960000,0,0,26.9,29.6,0,0
SPXW190429C02965000,2.41,1.91,2.1,2.65,96,417,SPXW190429P02965000,0,0,30.7,33.6,0,2
SPXW190429C02970000,1.65,1.275,1.45,1.9,1337,1390,SPXW190429P02970000,0,0,35,38,0,0
SPXW190429C02975000,1.15,0.85,0.95,1.35,262,364,SPXW190429P02975000,0,0,39.7,42.8,0,5
SPXW190429C02980000,0.82,0.62,0.6,0.95,31,193,SPXW190429P02980000,0,0,44.3,47.5,0,2
SPXW190429C02985000,0.55,0.4,0.4,0.65,34,102,SPXW190429P02985000,0,0,48.7,52,0,0
SPXW190429C02990000,0.3,0.175,0.25,0.5,12,331,SPXW190429P02990000,0,0,53.6,56.9,0,0
SPXW190429C02995000,0.24,0.14,0.15,0.35,403,491,SPXW190429P02995000,0,0,58.4,61.8,0,0
SPXW190429C03000000,0.21,0.11,0.1,0.3,38,327,SPXW190429P03000000,0,0,63.3,66.7,0,4
SPXW190429C03005000,0,0,0.05,0.25,0,43,SPXW190429P03005000,0,0,68.3,71.7,0,0
SPXW190429C03010000,0,0,0.05,0.2,0,69,SPXW190429P03010000,0,0,73.2,76.7,0,0
SPXW190429C03015000,0,0,0,0.15,0,302,SPXW190429P03015000,0,0,78.2,81.6,0,0
SPXW190429C03020000,0,0,0,0.15,0,10,SPXW190429P03020000,0,0,83.2,86.6,0,0
SPXW190429C03025000,0,0,0,0.15,0,48,SPXW190429P03025000,0,0,88.2,91.6,0,9
SPXW190429C03030000,0,0,0,0.15,0,0,SPXW190429P03030000,0,0,93.2,96.6,0,0
SPXW190429C03035000,0,0,0,0.1,0,0,SPXW190429P03035000,0,0,98.2,101.6,0,0
SPXW190429C03040000,0,0,0,0.1,0,292,SPXW190429P03040000,0,0,103.2,106.6,0,0
SPXW190429C03045000,0,0,0,0.1,0,0,SPXW190429P03045000,0,0,108.1,111.6,0,0
SPXW190429C03050000,0,0,0,0.1,0,35,SPXW190429P03050000,0,0,113.1,116.6,0,4
SPXW190429C03060000,0,0,0,0.1,0,2,SPXW190429P03060000,0,0,123.1,126.6,0,0
SPXW190429C03070000,0,0,0,0.1,0,0,SPXW190429P03070000,0,0,133.1,136.6,0,0
SPXW190429C03075000,0,0,0,0.1,0,18,SPXW190429P03075000,0,0,138.1,141.6,0,0
SPXW190429C03080000,0,0,0,0.1,0,0,SPXW190429P03080000,0,0,143.1,146.6,0,0
SPXW190429C03090000,0,0,0,0.1,0,0,SPXW190429P03090000,0,0,153.1,156.6,0,0
SPXW190429C03100000,0.05,0,0,0.1,360,565,SPXW190429P03100000,0,0,163.1,166.5,0,0
SPXW190429C03110000,0,0,0,0.1,0,0,SPXW190429P03110000,0,0,173.1,176.5,0,0
SPXW190429C03125000,0,0,0,0.05,0,100,SPXW190429P03125000,0,0,188.1,191.5,0,0
SPXW190429C03150000,0,0,0,0.05,0,1389,SPXW190429P03150000,0,0,213.1,216.5,0,0
SPXW190429C03175000,0,0,0,0.05,0,0,SPXW190429P03175000,0,0,238.1,241.5,0,0
SPXW190429C03200000,0,0,0,0.05,0,1,SPXW190429P03200000,0,0,263,266.5,0,0
SPXW190429C03250000,0,0,0,0.05,0,0,SPXW190429P03250000,0,0,313,316.5,0,0
